gene_id,gene_name,entrezid,gene_biotype
ENSG00000272729,AC009336.1,NA,lncRNA
ENSG00000226363,HAGLROS,NA,lncRNA
ENSG00000128645,HOXD1,3231,protein_coding
ENSG00000283880,MIR7704,NA,miRNA
ENSG00000279160,AC009336.2,NA,TEC
ENSG00000218175,AC016739.1,NA,processed_pseudogene
ENSG00000230384,RPSAP25,NA,processed_pseudogene
ENSG00000128654,MTX2,10651,protein_coding
ENSG00000237260,PPIAP67,NA,processed_pseudogene
ENSG00000224577,LINC01117,NA,lncRNA
ENSG00000229434,AC017048.1,NA,lncRNA
ENSG00000236231,AC017048.2,NA,lncRNA
ENSG00000283203,MIR1246,NA,miRNA
ENSG00000272551,AC017048.3,NA,lncRNA
ENSG00000163364,LINC01116,NA,lncRNA
ENSG00000252027,RNU6ATAC14P,NA,snRNA
ENSG00000230552,AC092162.2,NA,lncRNA
ENSG00000237053,FUCA1P1,NA,processed_pseudogene
ENSG00000223777,AC092162.1,NA,processed_pseudogene
ENSG00000279205,AC092162.3,NA,TEC
ENSG00000227098,AC073636.1,105373757,lncRNA
ENSG00000206866,RNU6-187P,NA,snRNA
ENSG00000236501,AC074286.1,NA,lncRNA
ENSG00000229337,AC079305.3,NA,lncRNA
ENSG00000251746,RNA5SP112,NA,rRNA_pseudogene
ENSG00000226273,AC079305.2,NA,processed_pseudogene
ENSG00000213069,KRT8P40,NA,processed_pseudogene
ENSG00000170144,HNRNPA3,220988,protein_coding
ENSG00000284252,MIR4444-1,100616394,miRNA
ENSG00000116044,NFE2L2,4780,protein_coding
ENSG00000225808,DNAJC19P5,NA,processed_pseudogene
ENSG00000265396,MIR3128,NA,miRNA
ENSG00000222043,AC079305.1,NA,lncRNA
ENSG00000213963,AC019080.1,NA,lncRNA
ENSG00000271825,AC019080.4,NA,lncRNA
ENSG00000271996,AC019080.5,NA,lncRNA
ENSG00000278418,MIR6512,NA,miRNA
ENSG00000280374,AC019080.6,NA,lncRNA
ENSG00000237178,AC019080.2,NA,processed_pseudogene
ENSG00000238295,AC019080.3,NA,snoRNA
ENSG00000018510,AGPS,8540,protein_coding
ENSG00000196659,TTC30B,150737,protein_coding
ENSG00000237655,AC073834.1,NA,lncRNA
ENSG00000197557,TTC30A,92104,protein_coding
ENSG00000128655,PDE11A,50940,protein_coding
ENSG00000229941,AC012499.1,NA,lncRNA
ENSG00000236664,AC011998.3,NA,lncRNA
ENSG00000213962,API5P2,NA,processed_pseudogene
ENSG00000229744,AC011998.2,NA,processed_pseudogene
ENSG00000206788,RNU6-629P,NA,snRNA
ENSG00000249909,CYCTP,NA,unitary_pseudogene
ENSG00000227241,AC011998.1,NA,processed_pseudogene
ENSG00000155636,RBM45,129831,protein_coding
ENSG00000223096,RNU5E-9P,NA,snRNA
ENSG00000079156,OSBPL6,114880,protein_coding
ENSG00000223960,CHROMR,NA,lncRNA
ENSG00000180228,PRKRA,8575,protein_coding
ENSG00000204311,PJVK,494513,protein_coding
ENSG00000238082,AC009948.1,NA,processed_pseudogene
ENSG00000079150,FKBP7,51661,protein_coding
ENSG00000116095,PLEKHA3,65977,protein_coding
ENSG00000237298,TTN-AS1,NA,lncRNA
ENSG00000155657,TTN,7273,protein_coding
ENSG00000270956,AC009948.3,NA,lncRNA
ENSG00000270277,AC009948.2,NA,lncRNA
ENSG00000279598,AC009948.4,NA,TEC
ENSG00000271011,AC010680.3,NA,lncRNA
ENSG00000270574,AC010680.2,NA,lncRNA
ENSG00000271141,AC010680.4,NA,lncRNA
ENSG00000271401,AC010680.5,NA,lncRNA
ENSG00000267784,AC010680.1,NA,lncRNA
ENSG00000163492,CCDC141,285025,protein_coding
ENSG00000238542,RNU7-104P,NA,snRNA
ENSG00000231541,RPS6P2,NA,processed_pseudogene
ENSG00000187231,SESTD1,91404,protein_coding
ENSG00000237477,AC093911.1,NA,lncRNA
ENSG00000237964,AC068042.1,NA,processed_pseudogene
ENSG00000144331,ZNF385B,151126,protein_coding
ENSG00000213126,AC092642.1,NA,processed_pseudogene
ENSG00000221240,MIR1258,100302172,miRNA
ENSG00000280636,AC096587.2,NA,snoRNA
ENSG00000202216,AC096587.1,NA,snoRNA
ENSG00000163510,CWC22,57703,protein_coding
ENSG00000270289,AC012669.1,NA,processed_pseudogene
ENSG00000225258,AC009478.1,NA,lncRNA
ENSG00000281131,SCHLAP1,NA,lncRNA
ENSG00000279559,AC104820.1,NA,TEC
ENSG00000226564,FTH1P20,NA,processed_pseudogene
ENSG00000236667,AC104076.2,NA,processed_pseudogene
ENSG00000170035,UBE2E3,10477,protein_coding
ENSG00000236153,AC104076.1,NA,lncRNA
ENSG00000238171,AC068196.1,NA,lncRNA
ENSG00000234663,LINC01934,NA,lncRNA
ENSG00000266705,MIR4437,100616213,miRNA
ENSG00000226681,AC020595.1,NA,lncRNA
ENSG00000115232,ITGA4,3676,protein_coding
ENSG00000188452,CERKL,375298,protein_coding
ENSG00000162992,NEUROD1,4760,protein_coding
ENSG00000234595,AC013733.2,NA,lncRNA
ENSG00000225570,AC013733.1,NA,lncRNA
ENSG00000223873,SAP18P2,NA,processed_pseudogene
ENSG00000221023,RNU6ATAC19P,NA,snRNA
ENSG00000260742,AC009962.1,NA,lncRNA
ENSG00000138434,ITPRID2,6744,protein_coding
ENSG00000150722,PPP1R1C,151242,protein_coding
ENSG00000213958,KRT18P29,NA,processed_pseudogene
ENSG00000222418,RNA5SP113,NA,rRNA_pseudogene
ENSG00000115252,PDE1A,5136,protein_coding
ENSG00000242121,RN7SL267P,NA,misc_RNA
ENSG00000077232,DNAJC10,54431,protein_coding
ENSG00000232430,RPL31P15,NA,processed_pseudogene
ENSG00000162998,FRZB,2487,protein_coding
ENSG00000207178,RNU6-1122P,NA,snRNA
ENSG00000061676,NCKAP1,10787,protein_coding
ENSG00000221498,AC064871.1,NA,snoRNA
ENSG00000231203,KRT8P10,NA,processed_pseudogene
ENSG00000162999,DUSP19,142679,protein_coding
ENSG00000224643,AC064871.2,NA,lncRNA
ENSG00000163002,NUP35,129401,protein_coding
ENSG00000272800,AC021851.1,NA,lncRNA
ENSG00000213120,LIN28AP1,NA,processed_pseudogene
ENSG00000177855,CACYBPP2,NA,processed_pseudogene
ENSG00000234172,AC093639.1,NA,lncRNA
ENSG00000266808,MIR548AE1,NA,miRNA
ENSG00000283839,AC096667.1,105373780,lncRNA
ENSG00000170396,ZNF804A,91752,protein_coding
ENSG00000237824,RPL23AP33,NA,processed_pseudogene
ENSG00000225406,AC080125.1,NA,processed_pseudogene
ENSG00000231646,FSIP2-AS1,NA,lncRNA
ENSG00000226747,FSIP2-AS2,NA,lncRNA
ENSG00000188738,FSIP2,401024,protein_coding
ENSG00000224019,RPL21P32,NA,processed_pseudogene
ENSG00000237877,LINC01473,NA,lncRNA
ENSG00000226410,AC104058.1,NA,processed_pseudogene
ENSG00000232568,RPL23AP35,NA,processed_pseudogene
ENSG00000259915,AC017071.1,NA,lncRNA
ENSG00000227692,MED28P3,NA,processed_pseudogene
ENSG00000065548,ZC3H15,55854,protein_coding
ENSG00000224323,DPRXP1,NA,processed_pseudogene
ENSG00000138448,ITGAV,3685,protein_coding
ENSG00000227227,AC017101.1,NA,lncRNA
ENSG00000144369,FAM171B,165215,protein_coding
ENSG00000163012,ZSWIM2,151112,protein_coding
ENSG00000226553,AC018735.1,NA,processed_pseudogene
ENSG00000224063,AC007319.1,NA,lncRNA
ENSG00000222845,RN7SKP42,NA,misc_RNA
ENSG00000199626,RNU6-989P,NA,snRNA
ENSG00000064989,CALCRL,10203,protein_coding
ENSG00000231739,GAPDHP59,NA,processed_pseudogene
ENSG00000003436,TFPI,7035,protein_coding
ENSG00000231689,LINC01090,NA,lncRNA
ENSG00000235616,ST13P2,NA,processed_pseudogene
ENSG00000213115,AC104131.1,NA,processed_pseudogene
ENSG00000200650,RNA5SP114,NA,rRNA_pseudogene
ENSG00000144366,GULP1,51454,protein_coding
ENSG00000207951,MIR561,NA,miRNA
ENSG00000223523,AC092598.1,NA,lncRNA
ENSG00000174325,DIRC1,NA,protein_coding
ENSG00000168542,COL3A1,1281,protein_coding
ENSG00000221502,MIR1245A,NA,miRNA
ENSG00000283238,MIR1245B,NA,miRNA
ENSG00000284180,MIR3606,NA,miRNA
ENSG00000204262,COL5A2,1290,protein_coding
ENSG00000228073,AC133106.1,NA,lncRNA
ENSG00000264725,MIR3129,NA,miRNA
ENSG00000213601,KRT18P19,NA,processed_pseudogene
ENSG00000115368,WDR75,84128,protein_coding
ENSG00000233996,AC013439.1,NA,processed_pseudogene
ENSG00000138449,SLC40A1,30061,protein_coding
ENSG00000276828,AC012488.1,NA,unprocessed_pseudogene
ENSG00000138381,ASNSD1,54529,protein_coding
ENSG00000151687,ANKAR,150709,protein_coding
ENSG00000128694,OSGEPL1,64172,protein_coding
ENSG00000253559,OSGEPL1-AS1,NA,lncRNA
ENSG00000273240,AC013468.1,NA,lncRNA
ENSG00000128699,ORMDL1,94101,protein_coding
ENSG00000064933,PMS1,5378,protein_coding
ENSG00000187699,C2orf88,84281,protein_coding
ENSG00000223824,AC019178.2,NA,processed_pseudogene
ENSG00000204253,HNRNPCP2,NA,processed_pseudogene
ENSG00000213110,AC019178.1,NA,processed_pseudogene
ENSG00000138379,MSTN,2660,protein_coding
ENSG00000198130,HIBCH,26275,protein_coding
ENSG00000151689,INPP1,3628,protein_coding
ENSG00000151690,MFSD6,54842,protein_coding
ENSG00000272979,AC093388.1,NA,lncRNA
ENSG00000189362,NEMP2,100131211,protein_coding
ENSG00000233654,AC108047.1,105376748,lncRNA
ENSG00000251935,RN7SKP179,NA,misc_RNA
ENSG00000284052,AC006460.2,NA,lncRNA
ENSG00000138386,NAB1,4664,protein_coding
ENSG00000228509,AC006460.1,NA,lncRNA
ENSG00000235852,AC005540.1,NA,lncRNA
ENSG00000115419,GLS,2744,protein_coding
ENSG00000115415,STAT1,6772,protein_coding
ENSG00000229023,AC067945.1,NA,processed_pseudogene
ENSG00000230686,AC067945.2,NA,lncRNA
ENSG00000231858,AC067945.3,NA,lncRNA
ENSG00000138378,STAT4,6775,protein_coding
ENSG00000207402,RNU6-959P,NA,snRNA
ENSG00000280083,AC079777.1,NA,TEC
ENSG00000230611,HMGB1P27,NA,processed_pseudogene
ENSG00000227542,AC092614.1,NA,lncRNA
ENSG00000128641,MYO1B,4430,protein_coding
ENSG00000252130,RNU6-1045P,NA,snRNA
ENSG00000173559,NABP1,64859,protein_coding
ENSG00000274845,AC114778.1,NA,misc_RNA
ENSG00000225884,AC098872.1,729254,lncRNA
ENSG00000168497,CAVIN2,8436,protein_coding
ENSG00000233766,AC098617.1,NA,lncRNA
ENSG00000213946,DNAJB1P1,NA,processed_pseudogene
ENSG00000144339,TMEFF2,23671,protein_coding
ENSG00000229395,AC062039.1,NA,lncRNA
ENSG00000232227,AC013401.1,112268441,lncRNA
ENSG00000227418,PCGEM1,NA,lncRNA
ENSG00000226242,RPS17P8,NA,processed_pseudogene
ENSG00000278406,AC013401.2,NA,misc_RNA
ENSG00000232658,AC092638.1,NA,processed_pseudogene
ENSG00000235218,AC092638.2,NA,processed_pseudogene
ENSG00000224219,AC074290.1,NA,processed_pseudogene
ENSG00000260142,AC068135.2,NA,lncRNA
ENSG00000224670,AC068135.1,NA,processed_pseudogene
ENSG00000215043,GLULP6,NA,processed_pseudogene
ENSG00000236695,HNRNPA1P47,NA,processed_pseudogene
ENSG00000225539,LINC01821,NA,lncRNA
ENSG00000225394,AC106883.1,NA,processed_pseudogene
ENSG00000252517,AC006196.1,NA,snoRNA
ENSG00000230173,LINC01790,NA,lncRNA
ENSG00000235056,AC010983.1,NA,lncRNA
ENSG00000224099,AC104823.1,NA,lncRNA
ENSG00000271893,AC064834.1,NA,lncRNA
ENSG00000202206,RNU6-169P,NA,snRNA
ENSG00000223466,LINC01825,NA,lncRNA
ENSG00000234919,LINC01827,NA,lncRNA
ENSG00000196950,SLC39A10,57181,protein_coding
ENSG00000213107,AHCYP5,NA,processed_pseudogene
ENSG00000201813,RNU6-915P,NA,snRNA
ENSG00000118997,DNAH7,56171,protein_coding
ENSG00000203435,E2F3P2,NA,processed_pseudogene
ENSG00000227878,AC114760.1,NA,processed_pseudogene
ENSG00000081320,STK17B,9262,protein_coding
ENSG00000272211,AC114760.2,NA,lncRNA
ENSG00000138411,HECW2,57520,protein_coding
ENSG00000229056,HECW2-AS1,NA,lncRNA
ENSG00000276200,RN7SL820P,NA,misc_RNA
ENSG00000282836,AC068544.2,NA,lncRNA
ENSG00000144395,CCDC150,284992,protein_coding
ENSG00000252923,AC068544.1,NA,scaRNA
ENSG00000119041,GTF3C3,9330,protein_coding
ENSG00000187944,C2orf66,401027,protein_coding
ENSG00000280176,AC012486.1,NA,TEC
ENSG00000197121,PGAP1,80055,protein_coding
ENSG00000065413,ANKRD44,91526,protein_coding
ENSG00000225636,HNRNPA3P15,NA,processed_pseudogene
ENSG00000224442,AC017035.1,NA,processed_pseudogene
ENSG00000231621,AC013264.1,NA,lncRNA
ENSG00000236977,ANKRD44-IT1,NA,lncRNA
ENSG00000230482,ATP5MC2P3,NA,processed_pseudogene
ENSG00000225979,AC010746.2,NA,lncRNA
ENSG00000213104,NPM1P46,NA,processed_pseudogene
ENSG00000115524,SF3B1,23451,protein_coding
ENSG00000202434,AC010746.1,NA,snoRNA
ENSG00000206836,RNU6-1029P,NA,snRNA
ENSG00000115520,COQ10B,80219,protein_coding
ENSG00000144381,HSPD1,3329,protein_coding
ENSG00000115541,HSPE1,3336,protein_coding
ENSG00000270757,HSPE1-MOB4,100529241,protein_coding
ENSG00000115540,MOB4,25843,protein_coding
ENSG00000231699,AC020550.1,NA,processed_pseudogene
ENSG00000162944,RFTN2,130132,protein_coding
ENSG00000222017,AC011997.1,NA,lncRNA
ENSG00000247626,MARS2,92935,protein_coding
ENSG00000152430,BOLL,66037,protein_coding
ENSG00000115896,PLCL1,5334,protein_coding
ENSG00000237035,AC020719.1,NA,lncRNA
ENSG00000236653,LINC01923,NA,lncRNA
ENSG00000225421,AC019330.1,NA,lncRNA
ENSG00000231557,AC020718.1,NA,lncRNA
ENSG00000230407,AC018717.1,NA,processed_pseudogene
ENSG00000238698,RNU7-147P,NA,snRNA
ENSG00000119042,SATB2,23314,protein_coding
ENSG00000257045,AC016746.1,NA,lncRNA
ENSG00000225953,SATB2-AS1,NA,lncRNA
ENSG00000238217,LINC01877,NA,lncRNA
ENSG00000213938,SEPHS1P6,NA,processed_pseudogene
ENSG00000226124,FTCDNL1,348751,protein_coding
ENSG00000232732,AC097717.1,NA,lncRNA
ENSG00000227004,AC108032.1,NA,processed_pseudogene
ENSG00000240302,RN7SL717P,NA,misc_RNA
ENSG00000178074,C2orf69,205327,protein_coding
ENSG00000162971,TYW5,129450,protein_coding
ENSG00000162972,MAIP1,79568,protein_coding
ENSG00000196141,SPATS2L,26010,protein_coding
ENSG00000201649,RNY4P34,NA,misc_RNA
ENSG00000155729,KCTD18,130535,protein_coding
ENSG00000163535,SGO2,151246,protein_coding
ENSG00000138356,AOX1,316,protein_coding
ENSG00000244301,AOX3P,NA,transcribed_unprocessed_pseudogene
ENSG00000284084,AOX3P-AOX2P,NA,lncRNA
ENSG00000237166,LINC01792,NA,lncRNA
ENSG00000243478,AOX2P,NA,transcribed_unprocessed_pseudogene
ENSG00000201737,RNU1-133P,NA,snRNA
ENSG00000230408,AC007163.1,NA,lncRNA
ENSG00000082153,BZW1,9689,protein_coding
ENSG00000207116,RNU6-31P,NA,snRNA
ENSG00000224346,BICD1P1,NA,processed_pseudogene
ENSG00000223092,RNA5SP115,NA,rRNA_pseudogene
ENSG00000013441,CLK1,1195,protein_coding
ENSG00000240344,PPIL3,53938,protein_coding
ENSG00000201499,RNU6-312P,NA,snRNA
ENSG00000196290,NIF3L1,60491,protein_coding
ENSG00000252916,RNU6-762P,NA,snRNA
ENSG00000115942,ORC2,4999,protein_coding
ENSG00000183308,AC005037.1,NA,lncRNA
ENSG00000155744,FAM126B,285172,protein_coding
ENSG00000225695,HNRNPA1P35,NA,processed_pseudogene
ENSG00000226658,RPL23AP30,NA,processed_pseudogene
ENSG00000119013,NDUFB3,4709,protein_coding
ENSG00000252148,RNU6-1206P,NA,snRNA
ENSG00000232719,AC007272.1,NA,lncRNA
ENSG00000224672,RPL17P10,NA,processed_pseudogene
ENSG00000003402,CFLAR,8837,protein_coding
ENSG00000232133,IMPDH1P10,NA,processed_pseudogene
ENSG00000226312,CFLAR-AS1,NA,lncRNA
ENSG00000238829,RNU7-45P,NA,snRNA
ENSG00000235579,AC007283.2,NA,processed_pseudogene
ENSG00000234431,AC007283.1,NA,lncRNA
ENSG00000003400,CASP10,843,protein_coding
ENSG00000227348,MTND5P25,NA,unprocessed_pseudogene
ENSG00000225796,MTND4P23,NA,unprocessed_pseudogene
ENSG00000235318,MTND4LP13,NA,unprocessed_pseudogene
ENSG00000064012,CASP8,841,protein_coding
ENSG00000155749,FLACC1,130540,protein_coding
ENSG00000115993,TRAK2,66008,protein_coding
ENSG00000082146,STRADB,55437,protein_coding
ENSG00000213090,AC007256.1,NA,processed_pseudogene
ENSG00000155754,C2CD6,151254,protein_coding
ENSG00000234842,MTCO2P16,NA,unprocessed_pseudogene
ENSG00000224299,MTATP6P16,NA,unprocessed_pseudogene
ENSG00000227736,MTCO3P16,NA,unprocessed_pseudogene
ENSG00000224590,MTND3P16,NA,unprocessed_pseudogene
ENSG00000234731,MTND4LP16,NA,unprocessed_pseudogene
ENSG00000249177,MTND4P29,NA,unprocessed_pseudogene
ENSG00000227841,MTND5P31,NA,unprocessed_pseudogene
ENSG00000155755,TMEM237,65062,protein_coding
ENSG00000241790,ENO1P4,NA,processed_pseudogene
ENSG00000082126,MPP4,58538,protein_coding
ENSG00000222972,RNU6-651P,NA,snRNA
ENSG00000003393,ALS2,57679,protein_coding
ENSG00000230799,AC007279.1,NA,processed_pseudogene
ENSG00000138395,CDK15,65061,protein_coding
ENSG00000231124,UBE2V1P11,NA,processed_pseudogene
ENSG00000212184,RNU6-440P,NA,snRNA
ENSG00000273209,AC069148.1,NA,lncRNA
ENSG00000155760,FZD7,8324,protein_coding
ENSG00000182329,KIAA2012,100652824,protein_coding
ENSG00000222035,KIAA2012-AS1,NA,lncRNA
ENSG00000231903,AC079354.2,NA,lncRNA
ENSG00000227890,PSMA2P3,NA,processed_pseudogene
ENSG00000223825,DAZAP2P1,NA,processed_pseudogene
ENSG00000116030,SUMO1,7341,protein_coding
ENSG00000224463,AC079354.1,NA,processed_pseudogene
ENSG00000055044,NOP58,51602,protein_coding
ENSG00000212534,SNORD70,NA,snoRNA
ENSG00000212309,SNORD70B,NA,snoRNA
ENSG00000271852,SNORD11B,NA,snoRNA
ENSG00000238317,SNORD11,NA,snoRNA
ENSG00000264275,RN7SL753P,NA,misc_RNA
ENSG00000226261,AC064836.1,NA,processed_pseudogene
ENSG00000272966,AC064836.2,NA,lncRNA
ENSG00000242696,RN7SL40P,NA,misc_RNA
ENSG00000273456,AC064836.3,NA,lncRNA
ENSG00000204217,BMPR2,659,protein_coding
ENSG00000270915,AC073410.2,NA,processed_pseudogene
ENSG00000236047,AC073410.1,NA,processed_pseudogene
ENSG00000223619,MTCO1P17,NA,unprocessed_pseudogene
ENSG00000233888,MTCO2P17,NA,unprocessed_pseudogene
ENSG00000235433,MTATP6P17,NA,unprocessed_pseudogene
ENSG00000237542,MTCO3P17,NA,unprocessed_pseudogene
ENSG00000233134,MTND3P17,NA,unprocessed_pseudogene
ENSG00000241221,MTND4LP17,NA,unprocessed_pseudogene
ENSG00000227454,MTND4P30,NA,unprocessed_pseudogene
ENSG00000233311,MTCO1P54,NA,processed_pseudogene
ENSG00000138439,FAM117B,150864,protein_coding
ENSG00000163596,ICA1L,130026,protein_coding
ENSG00000240761,AC098831.1,NA,processed_pseudogene
ENSG00000233579,KRT8P15,NA,processed_pseudogene
ENSG00000138442,WDR12,55759,protein_coding
ENSG00000138380,CARF,79800,protein_coding
ENSG00000232479,AC010900.1,NA,processed_pseudogene
ENSG00000270664,AC010900.2,NA,processed_pseudogene
ENSG00000144426,NBEAL1,65065,protein_coding
ENSG00000232994,RPL7P14,NA,processed_pseudogene
ENSG00000202059,AC023271.1,NA,snoRNA
ENSG00000228513,AC023271.2,NA,processed_pseudogene
ENSG00000225124,RPL23AP36,NA,processed_pseudogene
ENSG00000204196,RPL12P16,NA,processed_pseudogene
ENSG00000119004,CYP20A1,57404,protein_coding
ENSG00000264041,RN7SL670P,NA,misc_RNA
ENSG00000238285,MRPL50P2,NA,processed_pseudogene
ENSG00000138443,ABI2,10152,protein_coding
ENSG00000256458,AC080075.1,NA,lncRNA
ENSG00000173166,RAPH1,65059,protein_coding
ENSG00000233459,AC125238.2,NA,processed_pseudogene
ENSG00000233031,AC125238.1,NA,processed_pseudogene
ENSG00000178562,CD28,940,protein_coding
ENSG00000224791,KRT18P39,NA,processed_pseudogene
ENSG00000213925,NPM1P33,NA,processed_pseudogene
ENSG00000206970,RNU6-474P,NA,snRNA
ENSG00000163599,CTLA4,1493,protein_coding
ENSG00000163600,ICOS,29851,protein_coding
ENSG00000235951,AC009965.2,NA,processed_pseudogene
ENSG00000234714,AC009965.1,NA,lncRNA
ENSG00000237271,AC009498.1,NA,lncRNA
ENSG00000236681,DSTNP5,NA,processed_pseudogene
ENSG00000225304,AC106901.1,NA,processed_pseudogene
ENSG00000236634,AC016903.1,NA,lncRNA
ENSG00000237843,AC016903.2,NA,lncRNA
ENSG00000116117,PARD3B,117583,protein_coding
ENSG00000223890,AC008171.1,NA,processed_pseudogene
ENSG00000118257,NRP2,8828,protein_coding
ENSG00000225216,AC007362.1,NA,lncRNA
ENSG00000201875,RN7SKP178,NA,misc_RNA
ENSG00000213739,PPIAP68,NA,processed_pseudogene
ENSG00000225610,AC007679.1,NA,lncRNA
ENSG00000114933,INO80D,54891,protein_coding
ENSG00000237041,AC007679.2,NA,processed_pseudogene
ENSG00000227946,AC007383.2,NA,lncRNA
ENSG00000023228,NDUFS1,4719,protein_coding
ENSG00000231955,AC007383.3,NA,lncRNA
ENSG00000237580,GCSHP3,NA,processed_pseudogene
ENSG00000114942,EEF1B2,1933,protein_coding
ENSG00000277502,AC007383.4,NA,misc_RNA
ENSG00000281780,snoZ196,NA,snoRNA
ENSG00000207047,SNORD51,NA,snoRNA
ENSG00000207406,SNORA41,NA,snoRNA
ENSG00000183671,GPR1,2825,protein_coding
ENSG00000279220,GPR1-AS,NA,lncRNA
ENSG00000222496,RN7SKP200,NA,misc_RNA
ENSG00000159186,AC007383.1,NA,processed_pseudogene
ENSG00000224070,HMGN1P6,NA,processed_pseudogene
ENSG00000252716,RN7SKP260,NA,misc_RNA
ENSG00000204186,ZDBF2,57683,protein_coding
ENSG00000180105,AC017081.1,NA,processed_pseudogene
ENSG00000234491,HNRNPA1P51,NA,processed_pseudogene
ENSG00000114948,ADAM23,8745,protein_coding
ENSG00000228577,AC010731.2,NA,lncRNA
ENSG00000231653,AC010731.3,NA,lncRNA
ENSG00000235118,FAM237A,200726,protein_coding
ENSG00000232125,DYTN,391475,protein_coding
ENSG00000213083,AC010731.1,NA,processed_pseudogene
ENSG00000138400,MDH1B,130752,protein_coding
ENSG00000118246,FASTKD2,22868,protein_coding
ENSG00000263468,MIR3130-2,NA,miRNA
ENSG00000283469,MIR3130-1,NA,miRNA
ENSG00000229321,AC008269.1,NA,lncRNA
ENSG00000260171,AC008269.2,NA,lncRNA
ENSG00000144410,CPO,130749,protein_coding
ENSG00000118263,KLF7,8609,protein_coding
ENSG00000253008,MIR2355,NA,miRNA
ENSG00000237892,KLF7-IT1,NA,lncRNA
ENSG00000229647,MYOSLID,NA,lncRNA
ENSG00000277590,MIR7845,NA,miRNA
ENSG00000224342,AC007879.1,NA,lncRNA
ENSG00000234902,AC007879.3,NA,lncRNA
ENSG00000225916,AC007879.2,NA,lncRNA
ENSG00000240440,AC007879.4,NA,lncRNA
ENSG00000223725,AC009226.1,NA,lncRNA
ENSG00000225064,LINC01802,NA,lncRNA
ENSG00000221628,MIR1302-4,NA,miRNA
ENSG00000118260,CREB1,1385,protein_coding
ENSG00000144401,METTL21A,151194,protein_coding
ENSG00000223433,RPS29P9,NA,processed_pseudogene
ENSG00000224137,LINC01857,NA,lncRNA
ENSG00000199251,RNU6-664P,NA,snRNA
ENSG00000213082,PPP1R14BP2,NA,processed_pseudogene
ENSG00000163249,CCNYL1,151195,protein_coding
ENSG00000272851,AC096772.1,NA,lncRNA
ENSG00000284079,MIR4775,NA,miRNA
ENSG00000163251,FZD5,7855,protein_coding
ENSG00000178385,PLEKHM3,389072,protein_coding
ENSG00000225111,AC083900.1,NA,lncRNA
ENSG00000212246,RNU6-360P,NA,snRNA
ENSG00000185078,AC093698.1,NA,processed_pseudogene
ENSG00000251941,RNA5SP116,NA,rRNA_pseudogene
ENSG00000224839,RPL12P17,NA,processed_pseudogene
ENSG00000229150,CRYGEP,NA,transcribed_unprocessed_pseudogene
ENSG00000118231,CRYGD,1421,protein_coding
ENSG00000163254,CRYGC,1420,protein_coding
ENSG00000224529,AC093698.2,NA,processed_pseudogene
ENSG00000182187,CRYGB,1419,protein_coding
ENSG00000168582,CRYGA,1418,protein_coding
ENSG00000188674,C2orf80,389073,protein_coding
ENSG00000233869,RPSAP27,NA,processed_pseudogene
ENSG00000228111,TPT1P2,NA,processed_pseudogene
ENSG00000138413,IDH1,3417,protein_coding
ENSG00000231908,IDH1-AS1,NA,lncRNA
ENSG00000115020,PIKFYVE,200576,protein_coding
ENSG00000228380,MYL6BP1,NA,processed_pseudogene
ENSG00000144407,PTH2R,5746,protein_coding
ENSG00000213081,AC012362.1,NA,processed_pseudogene
ENSG00000227430,AC019185.1,NA,processed_pseudogene
ENSG00000231896,AC019185.2,NA,lncRNA
ENSG00000232409,AC019185.3,NA,processed_pseudogene
ENSG00000202164,RNA5SP117,NA,rRNA_pseudogene
ENSG00000235864,HSPA8P6,NA,processed_pseudogene
ENSG00000232799,CRYGFP,NA,unprocessed_pseudogene
ENSG00000240286,MEAF6P1,NA,processed_pseudogene
ENSG00000229670,PKP4P1,NA,unprocessed_pseudogene
ENSG00000078018,MAP2,4133,protein_coding
ENSG00000222317,RNA5SP118,NA,rRNA_pseudogene
ENSG00000144406,UNC80,285175,protein_coding
ENSG00000237194,SNAI1P1,NA,processed_pseudogene
ENSG00000197713,RPE,6120,protein_coding
ENSG00000144445,KANSL1L,151050,protein_coding
ENSG00000272807,AC007038.2,NA,lncRNA
ENSG00000229127,AC007038.1,NA,lncRNA
ENSG00000231063,AC006994.1,NA,processed_pseudogene
ENSG00000279317,AC006994.2,NA,lncRNA
ENSG00000115361,ACADL,33,protein_coding
ENSG00000168530,MYL1,4632,protein_coding
ENSG00000234281,LANCL1-AS1,NA,lncRNA
ENSG00000115365,LANCL1,10314,protein_coding
ENSG00000021826,CPS1,1373,protein_coding
ENSG00000280837,CPS1-IT1,NA,lncRNA
ENSG00000271074,AC012491.1,NA,processed_pseudogene
ENSG00000231017,AC013404.1,NA,processed_pseudogene
ENSG00000178568,ERBB4,2066,protein_coding
ENSG00000199585,RNA5SP119,NA,rRNA_pseudogene
ENSG00000232631,MTND2P23,NA,processed_pseudogene
ENSG00000236007,MTCO1P46,NA,processed_pseudogene
ENSG00000221782,MIR548F2,NA,miRNA
ENSG00000273118,AC093865.1,NA,lncRNA
ENSG00000234308,LINC01878,NA,lncRNA
ENSG00000231254,PCED1CP,NA,processed_pseudogene
ENSG00000223373,AC108066.1,NA,lncRNA
ENSG00000266354,MIR4776-1,NA,miRNA
ENSG00000283637,MIR4776-2,NA,miRNA
ENSG00000030419,IKZF2,22807,protein_coding
ENSG00000270659,AC079610.1,NA,lncRNA
